id,text,label,dialect
train_72,আগে বৌয়ের বিচার করা দরকার তারপরে ছেলেকে ফাশির দড়িতে ঝুলিয়ে মারা দরকার,1,standard
train_73,"আচ্ছা ভন্ডু, তুমি মরলে তোমার দালালগুলো কি আফসোস করবে, নাকি তোমার হোগায় কান্তাওয়ালা আছোলা বাঁশ ভরবে গুনে গুনে।",1,standard
train_74,আপনার বাশ খাওয়া খুব শখ জাগছে তাইনা? চুপচাপ ছিলেন এটাইতো ভালো ছিল। এবার লন ঠেলা।,1,standard
train_75,আপনার সব কথা ঠিক আছেকিন্তু নামাজ নিয়ে খারাপ কথা আপনি কেনো জদি শেখ হাসিনা ও কিছু বলে সে খেত্রে তাকেও ঘার ধাক্কা দিয়ে ইন্ডিয়া ছুরে ফেলবো,1,standard
train_76,আপনারা কি করলেন ওকে গণধোলাই দিতেন তার পরে থানা পুলিশ করতেন,1,standard
train_77,আপনারা ক্যামেরার সামনে ছেলেকে জুতার বারি দিলেন না কেনওরে ছাড়বেন নাওর ক্ষমা নাই,1,standard
train_78,আপনারা সত্যি খবর দিবেন না হলে গালি খাবেন,1,standard
train_79,আপনি ১৯ বছরের তরুণ হয়ে মুক্তিযুদ্ধকালীন সময়ে মহান মুক্তিযুদ্ধে অংশ নেন নি এবং মহামুল্যবান জীবন রক্ষা করার জন্য পালিয়ে বেড়িয়েছেন। আর এখন আমাদের চেতনা শেখাচ্ছেন!!!!! আপনার চেতনা আপনার *** দিয়ে ঢুকিয়ে দেওয়া উচিত।,1,standard
train_80,আপনি এহনো মরছেন্না,1,standard
train_81,আপনি নামাজকে কেনো গালাগালি দিলেন এখন সময় আছে ভালো হয়ে যান আপনাকে হাতের কাছে পাইলে কিজে হতো,1,standard
train_82,আপনি মেয়ে হয়ে কি ভাবে এগুলো বলেন ছি ছি আপনাকে জুতা পিটিয়ে সজা করা দরকার,1,standard
train_83,আপু আপনার ভাই পাইলো আগে গুয়া মারবো,1,standard
train_84,আপু আমার খুব ইচ্ছে প্রত্যেক দিন চোদাচুদি করতে চাই কিন্তু আমি সেটা কি করলে প্রত্যেক দিন চোদাচুদি করতে পারি সেটা নিয়ে কথা বলবেন,1,standard
train_85,আপু ওকিল তোরে চদে হবে,1,standard
train_86,আপু তোমার দাদুরে আমার খুব পছন্দ ইচছে করে একবার পুটকি মারতে তোমার দাদুরে যদি না পাই তাহলে তুমি আমাকে একবার পুটকি মারতে দিয়ো,1,standard
train_87,"আপ্নেরে চুতিয়ার ভাবতাম, এখন সাউয়া মনে হয়।",1,standard
train_88,আববাসিরে জুতা পিটা কর,1,standard
train_89,আবার ও জুতা পিটা করা হবে,1,standard
train_90,আবার কত বড় সাহস্যা আবার বলে তুই বলে ওরে পিটাও মাগীর পোলারে,1,standard
train_91,আমন ছেলে কে রাস্তার মোড়ে বেধে জুতো দিয়ে মারা উচিত,1,standard
train_92,আমরা বিচার চাইএই পশুর বিচার হোক বৃদ্ধ লোকটি কে দেখে চোখে জল এসে গেল কি অসহায় লোকটি একে রাস্তায় উলঙ্গ করে সবার সামনে পেটানো দরকার,1,standard
train_93,আমরা সাকিব ভাইর পাশে আছি৷ এবং পাপনকে জুতার বারি দেও,1,standard
train_94,আমরাই যথেষ্ট পাপী আর তুই মরলে যে কি হবে ��,1,standard
train_95,আমাকে একজুড়া চেড়া সেন্ডেল থাকলে দিবেন আমি অপু উকিল কে প্রথমে গুয়া মারবো পরে ওকে ইচা মত দুই গালে পেটাবো!!,1,standard
train_96,আমাদের দেশের ছেলেদের এতো দর্জ পারলে না সবাই মিলে জুতা পিটা করতে।,1,standard
train_97,আমাদের প্রধান মন্ত্রীর উচিৎ উনাকে পাছায় লাত্থি মেরে ইসরায়েল পাঠানো। ইহুদিদের চাইতেও খারাপ লোক।,1,standard
train_98,আমার ইচ্ছে করছে তোকে ছুরি দিয়ে কুপিয়ে চাপাতি দিয়ে কুপিয়ে আগুনে পুড়ায় মারি আমি তোর চেয়ে বয়সে অনেক ছোট কিন্তু তোর জন্য আমার মন থেকে কোনো আপনি ভাষা আসছে না জিবনে যদি কোনোদিন তোকে আমি আমার সামনে পাই তাহলে আমি তোকে খুন করে ফেলবোকোনো আইন আমি মানবো না বলে রাখলাম,1,standard
train_99,"আমার একটাই প্রশ্ন... এই হরতাল, অবরোধ নকি জনগণের জন্য। জনগণের পক্ষ থেকে ভিন্ন ভিন্ন দল এর ডাক দেয় তাহলে এর মাঝে সাধারাণ জনগণকেই কেন জীবনের ঝুঁকি নিয়ে কাজে যেতে হয়, তারাই কেন জীবন দেয়। আমাদের জীবন কি সত্যিই এতটা সস্তা যে এখন আল্লাহর ইচ্ছার বদলে এসব অমানুষদের(যাদের মনুষ্যত্ব নেই, তাদের মানুষ বলতে পারলাম না) ইচ্ছামত মরতে হবে",1,standard
train_100,আমার কাছে ওরে দিত আমি ওর হাতের আঙ্গুল গুলো পূতা দিয়া ছেইচ্চা দিতাম,1,standard
train_101,আমার কাছে চোদা দিবা,1,standard
train_102,আমার ক্ষমতা তাকলে ফাশি দিতাম,1,standard
train_103,আমার তো মন চাইছে ওকে জবাই করে পেলি,1,standard
train_104,আমার দনটাত ইনচি পারবেনি চুদা লইতে,1,standard
train_105,আমার বৌ আমাকে দিনে একবার চোদা দেয়,1,standard
train_106,আমার মনে হয় তাহেরী তুকে প্রথম চুদেছে,1,standard
train_107,আমার যে কেমন লাগতেছে মনচায়ছে কলকাতায় গিয়ে ওর হাত দুইটা কেটে ফেলি,1,standard
train_108,আমার লিঙো মোটা তাই মোটা মেয়েকে কীভাবে চুদবো।,1,standard
train_109,আমার সামনে পেলে তাকে জুতা দিয়ে ভালো করে মারতাম যতখন আমার হাত না বেথা হয়,1,standard
train_110,আমার সোনা দশ ইনতি করবো তরে চোদার জন্যে দিবি কি,1,standard
train_111,আমার হাতে একটা বেত থাকলে ওদের সবার পাছায় ক্রস ক্রস করে কয়েকটা মারতাম! যেমনে ওরা পোলা পাইনের পাছা চেক করে!,1,standard
train_112,আমার হাতের কাছে ওরে পাইলে কোপাইতাম ইচ্ছে মতোন ভিডিওটা দেখার পরথেকে আমার রাতের গুম হারাম হয়ে গেছে,1,standard
train_113,আমার হেডার খবর দেও তোর মারে চুদি,1,standard
train_114,আমারে একটু বেশি চুদবার দিবেন।,1,standard
train_115,আমি আপনারে চুদবো,1,standard
train_116,আমি আমির হামজা কে চুদি মু,1,standard
train_117,আমি একজনই আমার মনে হছে এদেরকে জুতো মারতে ইচ্ছা করছে,1,standard
train_118,আমি ওকে খুন করতে চাই,1,standard
train_119,আমি কলকাতার পশাসনের কাছে অনুরোধ ওকে মেরে মেরুদন্ড বেঙ্গে দেওয়া হোক মা বাবা দুই জনেই সমান,1,standard
train_120,আমি চাই আজাদী এনআরসি হবে না হবে না বেশি বাড়াবাড়ি করলে নরেন্দ্র মোদির অমিত সাহার মুখে জুতো দেশ থেকে বিদায় করব,1,standard
train_121,আমি চাই মিজানুর রহমান ভন্ড তাহিরিকে জুতা দিয়ে পিটাক কে কে এক মত জানাবেন,1,standard
train_122,আমি চুদে ওকে বাচ্চা দেব আমার না ওকে খুব ভালো লাগে আমি ওকে চুদব আর কেউ না �����‍�‍��‍�‍�������,1,standard
train_123,আমি ছেলে চোদা চুদি কোরবো গুদ,1,standard
train_124,আমি ছেলেটাকে পাইলে বাথরুমের ফালানো করা জুতা দিয়া পিটাইতাম মনের মত কইরা জতক্ষন ওই না মরত ছিহ এই বাবা ইত্ত অকে জন্ম দিছে এই বাবার গায়ে হাত কিভাবে তুলে উচিত শিক্ষা আইন অকে দিক জাতে আর কুন ঘরে এই ধরনের কাজ না হয়,1,standard
train_125,আমি জদি পাপনকে পিটাইতে পারতার আর এার মায়রে চুদি সালাগো ��� সাকিব এর জন্য অনেক কষ্ট পেলাম�����,1,standard
train_126,আমি তো মারবো সামনে পেলে,1,standard
train_127,আমি তো শুনলাম লাদেন তোর সঙ্গে সঙ্গম করেছে মোল্লাচুদি,1,standard
train_128,আমি তোমাকে চুদোব টাকা দিবো,1,standard
train_129,আমি তোমার পাছা চাটবো,1,standard
train_130,আমি তোমার মধু খেতে চাই,1,standard
train_131,আমি তোমার সাথে এক রাত কাটাতে চাই তুমি কতো টাকা নেবে আমাকে জানাবে আমি তোমার কিছু করবোনা শুধু তোমার সাথে কথা বলবো তুমি রাজি থাকলে আমাকে জানাবে,1,standard
train_132,আমি তোমার সাথে রাত থাকতে চাই,1,standard
train_133,আমি তোর বউরে চুধি,1,standard
train_134,আমি তোর বোনেরে খেলছি আর তোর মারে খেলছি,1,standard
train_135,আমি তোর মাকে আর তোকে এক সাথে চুদবো হাজার দিবো রাজি,1,standard
train_136,আমি তোর মায়েরে চুদি,1,standard
train_137,আমি তোরে খেলামু,1,standard
train_138,আমি তোরে চোদতে পছনধ্য করি,1,standard
train_139,আমি তোরে চোদার পক্কে,1,standard
train_140,আমি তোরে পইলেঘোরা দিয়া গুয়া মারাইতাম,1,standard
train_141,আমি থাকলে ওর গাড়ে পা দিতাম,1,standard
train_142,আমি থাকলে মাথায় হাত দেওয়া মাত্রই চড় মেরে দাত ফেলে দিতাম বিচারকের।,1,standard
train_143,আমি নায়িকা গুলি কে চুদ্বো,1,standard
train_144,আমি নোবেলের মাকে চুদি,1,standard
train_145,আমি মদ খাব আর সেফুদার বউকে চুদব,1,standard
train_146,আমি মনে করি যে পুলিশ এরকম বেবুহার করে তাদের মত পুলিশকে জুতার মালা গলায় দিয়ে ঘুরিয়ে জারো আমি এক সেীদি পূবাসী ভাই,1,standard
train_147,আমি মালায়েশিয়া থেকে বলছি। মিন্নির মতো মেয়েকে ফাঁসির আগে জন ইয়ুজ করার পর ওর সরিলটা টুকরো টুকরো করে কুকুর দিয়ে খাওয়াক। আর ধন্যবাদ পুলিশকে এই যন্ন জে মিন্নির মতো মাগিকে ধরার যন্য। আর ওর গুদির ভিতড গরম ডিম আর আসুলা বাশ দিলে সব শিকার করবো। আমার সোনার বাংলা আমি তোমায় ভালোবাসি। জয় বাংলা জয় বাংলার পুলিশ সেলুট,1,standard
train_148,আমি মুদির মাকে চুদার পক্খে,1,standard
train_149,আমি মোদি কে পাইলে হত্তা করিতাম,1,standard
train_150,আমি যদি ওরে পাইতাম তাহলো আমি ওর শরিল চাটটাম,1,standard
train_151,আমি যদি তাকে সামনে পেতাম তা হলে আল্লাহর কছম আগে তার হাতটা কাটতাম,1,standard
train_152,আমি যদি সে খানে থাকতাম তোরে জুতা মারতাম,1,standard
train_153,আমি যদি সে প্রতিযোগিদের যাইগাই থাকতাম সেই বিচারক কে জুতার বাড়ি দিয়ে আমিই হয়ে জেতাম আসল হিরু,1,standard
train_154,আমি যদিওরে কোনো দিন দেখি কোবামু,1,standard
train_155,আমি সমানে থাকলে এক চর মারতাম,1,standard
train_156,আমি সরকারের কাছে অনুরোধ জানাচ্ছি এই লোকটারে যেনো আধাঘন্টার জন্য আমার হাতে তুলে দেয়ওর হাত দুইটা কাইটা ওর বৌ এর ভোদায় ডুকরাইয়া দিমু কসম,1,standard
train_157,আমি সাকিব কে পুটকি মারতে চাই,1,standard
train_158,আমি সানিতাকে চুদবো,1,standard
train_159,আমি সামনে পেলে ওর যৌনাঙ্গ কেটে দিতাম,1,standard
train_160,আমি হলে খানকির ছেলের হাত কেটে ফেলে দিতাম,1,standard
train_161,আমি হলে জুতা মারতাম সব কয়টাকে,1,standard
train_162,আমি হলে তো জারসি পড়া লোকটাকে চুদে দিতাম,1,standard
train_163,আমিলীগের মারে চুদি,1,standard
train_164,আর ইসলাম নিয়ে কথা বল্লে তরে কুত্তা দিয়ে চু,1,standard
train_165,আর কিছুদিন অপেক্ষা করো তোমার ছেলের হাতে এমন মার খাওয়ার জন্য,1,standard
train_166,আর তোর পুকটি চুদবো,1,standard
train_167,আর দেখতে পারছি না জে ভিডিওটা করছে সে কি বাধা দিতে পারে নাই এই ছেলেকে জদি একবার পাইতাম দরকার হলে বুঝাইয়া দিতাম মাইর কারে কয় ওরে জনগন দিয়ে লেংটা করে রাসতায় দৌড়াইয়া মারা উচিত,1,standard
train_168,আরে আপনার মত মহিলা বাঁচার ছেয়ে মরে যাওয়া অনেক ভালো আপনি এখনো কচু গাছে ফাঁসি দিয়ে মরেন নাই আমার মনে হয় আল্লাহ আপনাকে লজ্জা শরম বলতে কিছুই দেয় নাই ছিঃ ছিঃ ছিঃ,1,standard
train_169,আরে ওরে আগুনে পুড়ে মারার দরকার,1,standard
train_170,আরে তাসকিন বাদ গেলো কেন দুইটা থাপ্পড় তাসকিন কেউ মারা উচিত ছিল তাহলে ওর হাসি হোগা দিয়ে বের হতো দুইটা গাধা কে রেস খেলাইতেছে একটা গরু,1,standard
train_171,আরে ভাই ইনি কি বাল বলবে কিছু বলরে ওনার উপার কালকে হামলা করবে,1,standard
train_172,আরো মরিচ লাগানো দরকার ছিল ওগোরে,1,standard
train_173,আলীরাজের বউটাকে ল্যাংটা করে বাশ দেয়া দরকার ছিল।,1,standard
train_174,আল্লা সত‍্য আল্লার কোনো শরিক নেই তুই তার চেয়ে বিগ্গানি না তোরে তোর মারে তোর মেয়ে রে এক সাথে চুদবো তোর বাপ তোর ছেলে দেখবে,1,standard
train_175,আল্লার কচম তুই নামাজকে গালি দিলো তোর মার পুটকি দিয়ে তোরে বইরা দিমু,1,standard
train_176,আল্লাহ আল্লাহ আল্লাহএইসব কিভিডিওটা দেখে আমার সয্য হল না মনে করছে হের দুইটা হাত পারা দিয়া ধইরা কাইটা দেই,1,standard
train_177,আল্লাহ এই ছেলের উপর গজব নাজিল করে,1,standard
train_178,আল্লাহ এই টার হাতটা নষ্ট করে দাও,1,standard
train_179,আল্লাহ এদের ধংশ করো নয়তো হেদায়ত করো,1,standard
train_180,আল্লাহ ওদের কে এ পৃথিবী কঠিন শাস্তি দিয়ে দুনিয়া থেকে নিপাত করেন।,1,standard
train_181,আল্লাহ ওদের হেদায়েত দান করুন বা গজব দিন,1,standard
train_182,আল্লাহ গজপ পরবে ওর ওপরে,1,standard
train_183,আল্লাহ গজব দাও,1,standard
train_184,আল্লাহ গজব পরক,1,standard
train_185,আল্লাহ জে জন রায় দিয়েছে তাদের উপর গজব নাজিল কর,1,standard
train_186,আল্লাহ তালা তার ওপর ঠাটা ফালানো হক,1,standard
train_187,আল্লাহ তুমি ওদের মুখে গজব ফালাও,1,standard
train_188,আল্লাহ তোকে যিবনেও মাপ করবেনা,1,standard
train_189,আল্লাহ তোদের টা বাঁশ একসাথে দিবে ।।,1,standard
train_190,আল্লাহ তোমার গজব এইদুনিয়াই দেখাও,1,standard
train_191,আল্লাহ তোর প্রতি ঠাডা ফালাইবো,1,standard
train_192,আল্লাহ দুনিয়াতে এবং আখেরাতে এর কঠিন বিচার করো তোমার ভয়ঙ্কর গজব দাও এর উপরে আর দয়া করো রহম করো এই নিরীহ বৃদ্ধ যুগলকে,1,standard
train_193,আল্লাহ বাংলাদেশে ঠাটা ফেলাও আমিন।,1,standard
train_194,আল্লাহ ভিডিওটা দেখার সাহস পাইনিআল্লাহ তুমি এই ছেলের উচিত বিচার করোএক গজবে তুমি দেখিয়ে দাও পিতা মাতার প্রতি কোন কাফরের যেনো খারাপ আচরনের সাহস না পায়,1,standard
train_195,আল্লাহর কসম অরে সামনে পেলে জুতার বারি দিবো,1,standard
train_196,আল্লাহর গজব তার উপরে আসবে,1,standard
train_197,আল্লাহর গজব নাযিল হোক,1,standard
train_198,আল্লাহর গজব পড়ছে ক্রিকেটারদের উপর<br />আল্লাহ্ মাফ করো হেদায়েত দান করো,1,standard
train_199,আল্লাহর গজব পরবে,1,standard
train_200,আল্লাহর গজব পরুক হে আল্লাহ আপনি ছাএলীগকে ধংস করুন ৷ আমিন,1,standard
train_201,আল্লাহর গজব পর্বে ওর উপর,1,standard
train_202,আল্লাহর গজব শীগ্রই আসবে ভারতের উপর ইনশাআল্লাহ শতবছরের বাবরি মসজিদের ভাংচুর করার অনুমতি দেয়া লোকজনের উপর,1,standard
train_203,আল্লাহর লানত পরুক এর উপর,1,standard
train_204,আল্লাহর লানত মিতিলার উপর,1,standard
train_205,আল্লাহ্‌ তুমি ওরে আগুনে জালাও,1,standard
train_206,আল্লাহ্‌ তুর উপর গজব দিবয়,1,standard
train_207,"আল্লাহ্‌ হেদায়েত দান করুন, না হয় গজব নাযিল করুণ",1,standard
train_208,আশরাফুল যদি তখন থাকত তাহলে আজ উন্নত হতো।পাপন কান্না করাইলি।খোদার কসম যদি তোকে পাইতাম তাহলে তোকে জুতা দিয়ে পিটাইতাম,1,standard
train_209,আসলে এই পিটিয়ে মারা উচিত,1,standard
train_210,আসলে বাবা মা এত কষ্ঠ করে বরো করছে এটাই ভূল যদি আগে যানতো সনতান বর হয়ে এমন হবে তাহলে গলা চিপে মেরে ফেলা উচিত ছিল,1,standard
train_211,আসসালামু আলাইকুম ভাই আমি দেওয়ান বাগিকে জুতা মারার কথা বলবনা আমি বলব দেওয়ান বাগির জিবহা টা টেনে ছিরে ফেলা উচিত,1,standard
train_212,আহহহ পুলিশের কি দয়া রে ভাই ওরে ত রোডে ফালায়া পাড়া ধুলায় দেওয়া উচিৎ,1,standard
train_213,আহারে হতভাগা সন্তান তোর উপর আল্লাহর গজব পড়ুক,1,standard
train_214,আামি অপুকে চুদতে চাই,1,standard
train_215,ইচ্ছা হয়তাছে একটা ফাউল করে সালির ফুটবলে একটা ফ্রি কিক করে গোলকিপারের নাকটা ধুদ দিয়ে ফাটিয়ে দে ই ����,1,standard
train_216,ইট মারলে পাটকেল মারো,1,standard
train_217,ইন্ডিয়া থেকে বলছি পাপন কে গুলি করে মারুন।শাকিব খুব ভাল প্লেয়ার।,1,standard
train_218,ইমরানখান এর গুষ্টির গুদ মারবে মোদীসরকার,1,standard
train_219,ইয়া আল্লাহ তুমি তুমার বান্দাকে হেদায়েত করেন আমি ঐ ছেলে কে হাতের কাছে পেলে ওকে মেরে আমি ও মরলেও সান্তি পাব না,1,standard
train_220,ইয়েস ওকে আমার কাছে পাঠিয়ে দাও এক রাত আমার কাছে থাকবে,1,standard
train_221,ইশ্বর তোকে জ্ঞান দান করুক আর আমি তোকে পাইলে তোরে ওইখানেই পিটামু,1,standard
train_222,ইস তরে যদি সামনে পাইতাম,1,standard
train_223,ইসলাম নিয়ে কিছু বলবিনা জিহবা কেটে দিবো,1,standard
train_224,ইসলাম মুহাম্মাদ ও মুজিব নিয়ে এতো বড় কথা আমি এরে খুন করবো আমার যা হয় হবে,1,standard
train_225,ইসলামকে ধংস করার জন্য তাকে আগুনে জলসে দেওয়া উচিত।,1,standard
train_226,ইসলামের শরিয়তের মত বিচার করা হক। জিনা করা সাস্তি ইট পাথর মেরে ফেলা হক। তার কোন বেচে থাকা জায়েজ নয়। তাকে আল্লাহ কোন দিন মাফ করবেন্না।,1,standard
train_227,ইসসস<br /><br />কালাহাসের মুখের ভাষা কি�মন চায় জুতা মারি,1,standard
train_228,ইস্ কী চোদনটাই না চুদছে ধরে । অসুস্থ তো হবার কথাই � । নিষ্ঠুর ডিসি মহিলার ছবি প্রকাশের জন্য আমি নিন্দা জানাচ্ছি আছে ভোদা দিসে চোদা । যে চুদছে তার ভিডিও কৈ । নাকি ঐ ডিসি তোমার পুটকি চুদেছিল তাই ভিডিও দাওনি,1,standard
train_229,ইহুদিদের দালাল তোরে জুতা দিয়ে শুভেচ্ছা,1,standard
train_230,উনি কোন বক্তা নাকি তারে জুতা দিয়া পিডা,1,standard
train_231,উপকার নামাজ সবার কথা আছে না ওর পিটানো উচিত মেয়েটা,1,standard
train_232,এ কিরকম ছেলে ও কে শূলে চরানো হোক,1,standard
train_233,এ ধরনের ছেলের হাত কেটে নেওয়া উচিত,1,standard
train_234,এ বাংলাদেশে থাকলে সবাই গনধোলাই দিতো,1,standard
train_235,এ ব্যাডা তুই আমার মহানবিকে নি খারাপ কথা কস তোরে হাতের কাছে পাইলে মারতে মারতে মাইরা ফেলাই তাম,1,standard
train_236,এ রকম ছেলে কে মেরে ফেলা দরকার,1,standard
train_237,এ সন্তান জাহান্নামী নিস্চিত,1,standard
train_238,এ সিফাত তোর মায়রে আমি চুদি তুই বাংলায় আয় একবার আয় পারলে তুই নামাজ নিয় খারাপ কথা বল্লি ক্যন,1,standard
train_239,এই আইডির ওয়াবিদের জুতা দিয়া পেটানো উচিত,1,standard
train_240,এই আপু একটু চুদা দিবা,1,standard
train_241,এই ইদু বিটির কপালের সিঁদুরি আমি পেসাব করি,1,standard
train_242,এই উপস্থাপিকাকে নাস্তিক দিয়া চুদা দরকার,1,standard
train_243,এই খানকির আমি কুত্তা দিয়া চোদাই,1,standard
train_244,এই চারটাকে আমার কাছে দিন মেরে ফেলব,1,standard
train_245,এই ছেলে কে কেটে নদিতে ভাসিয়ে দাও,1,standard
